"Order Number","Order Type","Asset Type","Fiat Type","Total Price","Price","Quantity","Exchange rate","Fee Amount","Fee Rate","Couterparty","Status","Created Time"
"20594635093180796928","Sell","USDT","EUR","1900.0000000000000000","0.9310000000000000","2040.8100000000000000","0.92","0.00000000","0.00000000","","Cancelled","2024-02-24 09:14:18"
"20594635897662812160","Sell","USDT","PLN","800.0000000000000000","4.0500000000000000","197.5300000000000000","3.98","0.19000000","0.00100000","","Completed","2024-02-24 09:17:29"
"20594636294554976256","Sell","USDT","PLN","210.0000000000000000","4.0500000000000000","51.8500000000000000","3.98","0.05000000","0.00100000","","Completed","2024-02-24 09:19:04"
"20594638123200532480","Sell","USDT","PLN","650.0000000000000000","4.0500000000000000","160.4900000000000000","3.98","0.16000000","0.00100000","","Completed","2024-02-24 09:26:20"
"20594639550057250816","Sell","USDT","PLN","44.5500000000000000","4.0500000000000000","11.0000000000000000","3.98","0.01000000","0.00100000","","Cancelled","2024-02-24 09:32:00"
"20594640537781338112","Sell","USDT","PLN","800.0000000000000000","4.0500000000000000","197.5300000000000000","3.98","0.19000000","0.00100000","","Cancelled","2024-02-24 09:35:56"
"20594640779812716544","Sell","USDT","PLN","800.0000000000000000","4.0500000000000000","197.5300000000000000","3.98","0.19000000","0.00100000","","Completed","2024-02-24 09:36:53"
"20594643516791889920","Sell","USDT","PLN","546.0000000000000000","4.0600000000000000","134.4800000000000000","3.98","0.13000000","0.00100000","","Completed","2024-02-24 09:47:46"
"20594644227743469568","Sell","USDT","PLN","400.0000000000000000","4.0600000000000000","98.5200000000000000","3.98","0.09000000","0.00100000","","Cancelled","2024-02-24 09:50:35"
"20594644680384053248","Sell","USDT","PLN","50.0000000000000000","4.0600000000000000","12.3100000000000000","3.98","0.01000000","0.00100000","SAFE-crypto-mallu","Completed","2024-02-24 09:52:23"
"20594646106016759808","Sell","USDT","PLN","100.0000000000000000","4.0600000000000000","24.6300000000000000","3.98","0.02000000","0.00100000","sonictrip1981","Completed","2024-02-24 09:58:03"
"20594714156183924736","Sell","USDT","PLN","50.0000000000000000","4.0500000000000000","12.3400000000000000","3.98","0.01000000","0.00100000","","Cancelled","2024-02-24 14:28:28"
"20594714869643780096","Sell","USDT","PLN","200.0000000000000000","4.0500000000000000","49.3800000000000000","3.98","0.04000000","0.00100000","","System cancelled","2024-02-24 14:31:18"
"20594715274602151936","Sell","USDT","PLN","93.8000000000000000","4.0600000000000000","23.1000000000000000","3.98","0.02000000","0.00100000","","System cancelled","2024-02-24 14:32:54"
"20594715337232138240","Sell","USDT","PLN","450.0000000000000000","4.0600000000000000","110.8300000000000000","3.98","0.11000000","0.00100000","","Completed","2024-02-24 14:33:09"
"20594718148382867456","Sell","USDT","PLN","100.0000000000000000","4.0600000000000000","24.6300000000000000","3.98","0.02000000","0.00100000","","Completed","2024-02-24 14:44:20"
"20594719064568471552","Sell","USDT","PLN","450.0000000000000000","4.0600000000000000","110.8300000000000000","3.98","0.11000000","0.00100000","","Cancelled","2024-02-24 14:47:58"
"20594721336031006720","Sell","USDT","PLN","550.0000000000000000","4.0600000000000000","135.4600000000000000","3.98","0.13000000","0.00100000","","Cancelled","2024-02-24 14:57:00"
"20594722065288949760","Sell","USDT","PLN","550.0000000000000000","4.0600000000000000","135.4600000000000000","3.98","0.13000000","0.00100000","","Completed","2024-02-24 14:59:53"
"20594725597613096960","Sell","USDT","PLN","40.0000000000000000","4.0600000000000000","9.8500000000000000","3.98","0.00000000","0.00100000","","Completed","2024-02-24 15:13:56"
"20594726641431281664","Sell","USDT","PLN","81.2000000000000000","4.0600000000000000","20.0000000000000000","3.98","0.02000000","0.00100000","","System cancelled","2024-02-24 15:18:04"
"20594727578636054528","Sell","USDT","PLN","600.0000000000000000","4.0600000000000000","147.7800000000000000","3.98","0.14000000","0.00100000","","Completed","2024-02-24 15:21:48"
"20594730561969496064","Sell","USDT","PLN","100.0000000000000000","4.0600000000000000","24.6300000000000000","3.98","0.02000000","0.00100000","","Cancelled","2024-02-24 15:33:39"
"20594730715558957056","Sell","USDT","PLN","150.0000000000000000","4.0600000000000000","36.9400000000000000","3.98","0.03000000","0.00100000","","Cancelled","2024-02-24 15:34:16"
"20594733258250862592","Sell","USDT","PLN","40.0000000000000000","4.0600000000000000","9.8500000000000000","3.98","0.00000000","0.00100000","","Cancelled","2024-02-24 15:44:22"
"20594733720485330944","Buy","USDT","EUR","3348.5240000000000000","0.9230000000000000","3627.8700000000000000","0.92","0.00000000","0.00000000","CryptoWulf10","Cancelled","2024-02-24 15:46:12"
"20594735545084649472","Buy","USDT","EUR","1000.0050000000000000","0.9230000000000000","1083.4300000000000000","0.92","0.00000000","0.00000000","","Cancelled","2024-02-24 15:53:27"
"20594738187855425536","Sell","USDT","PLN","350.0000000000000000","4.0600000000000000","86.2000000000000000","3.98","0.08000000","0.00100000","","Cancelled","2024-02-24 16:03:57"
"20594743856453054464","Sell","USDT","PLN","50.0000000000000000","4.0600000000000000","12.3100000000000000","3.98","0.01000000","0.00100000","","Cancelled","2024-02-24 16:26:29"
"20594744733010685952","Sell","USDT","PLN","50.0000000000000000","4.0600000000000000","12.3100000000000000","3.98","0.01000000","0.00100000","","Completed","2024-02-24 16:29:58"
"20594746535803809792","Sell","USDT","PLN","50.0000000000000000","4.0600000000000000","12.3100000000000000","3.98","0.01000000","0.00100000","","Cancelled","2024-02-24 16:37:08"
"20594747230485020672","Sell","USDT","PLN","800.0000000000000000","4.0600000000000000","197.0400000000000000","3.98","0.19000000","0.00100000","","System cancelled","2024-02-24 16:39:53"
"20594749575982649344","Sell","USDT","PLN","300.0000000000000000","4.0600000000000000","73.8900000000000000","3.98","0.07000000","0.00100000","","Cancelled","2024-02-24 16:49:12"
"20594751724636008448","Buy","USDT","PLN","50.8100000000000000","3.9700000000000000","12.8000000000000000","3.98","0.01000000","0.00100000","AlwaysOnline24h","Completed","2024-02-24 16:57:45"
"20594755032980832256","Sell","USDT","PLN","320.0000000000000000","4.0600000000000000","78.8100000000000000","3.98","0.07000000","0.00100000","-_-Patron-_-","Cancelled","2024-02-24 17:10:53"
"20594756749112549376","Sell","USDT","PLN","320.0000000000000000","4.0600000000000000","78.8100000000000000","3.98","0.07000000","0.00100000","-_-Patron-_-","Cancelled","2024-02-24 17:17:43"
"20594756909582708736","Sell","USDT","PLN","50.0000000000000000","4.0600000000000000","12.3100000000000000","3.98","0.01000000","0.00100000","","System cancelled","2024-02-24 17:18:21"
"20594757330405335040","Sell","USDT","PLN","40.0000000000000000","4.0600000000000000","9.8500000000000000","3.98","0.00000000","0.00100000","","System cancelled","2024-02-24 17:20:01"
"20594758498006777856","Sell","USDT","PLN","350.0000000000000000","4.0600000000000000","86.2000000000000000","3.98","0.08000000","0.00100000","","System cancelled","2024-02-24 17:24:40"
"20594763775851614208","Sell","USDT","PLN","40.0000000000000000","4.0600000000000000","9.8500000000000000","3.98","0.00000000","0.00100000","","Cancelled","2024-02-24 17:45:38"
"20594763850168045568","Sell","USDT","PLN","100.0000000000000000","4.0600000000000000","24.6300000000000000","3.98","0.02000000","0.00100000","","Cancelled","2024-02-24 17:45:56"
"20594764421801562112","Sell","USDT","PLN","41.0000000000000000","4.0600000000000000","10.0900000000000000","3.98","0.01000000","0.00100000","","System cancelled","2024-02-24 17:48:12"
"20594766047351468032","Sell","USDT","PLN","120.0000000000000000","4.0600000000000000","29.5500000000000000","3.98","0.02000000","0.00100000","Crymybro","Cancelled","2024-02-24 17:54:40"
"20594767662047539200","Sell","USDT","PLN","800.0000000000000000","4.0600000000000000","197.0400000000000000","3.98","0.19000000","0.00100000","","Completed","2024-02-24 18:01:04"
"20594770270134710272","Sell","USDT","PLN","90.0000000000000000","4.0600000000000000","22.1600000000000000","3.98","0.02000000","0.00100000","","Completed","2024-02-24 18:11:26"
"20594770932026814464","Sell","USDT","PLN","800.0000000000000000","4.0600000000000000","197.0400000000000000","3.98","0.19000000","0.00100000","","System cancelled","2024-02-24 18:14:04"
"20594771301002813440","Sell","USDT","PLN","100.0000000000000000","4.0600000000000000","24.6300000000000000","3.98","0.02000000","0.00100000","","System cancelled","2024-02-24 18:15:32"
"20594772182763556864","Sell","USDT","PLN","52.1000000000000000","4.0600000000000000","12.8300000000000000","3.98","0.01000000","0.00100000","alexxxx255","Completed","2024-02-24 18:19:02"
"20594779630032199680","Sell","USDT","PLN","90.0000000000000000","4.0600000000000000","22.1600000000000000","3.98","0.02000000","0.00100000","Kamil007","Completed","2024-02-24 18:48:38"
"20594780341967941632","Sell","USDT","PLN","412.0000000000000000","4.0600000000000000","101.4700000000000000","3.98","0.10000000","0.00100000","Davido_fff","Cancelled","2024-02-24 18:51:28"
"20594782128619810816","Sell","USDT","PLN","100.0000000000000000","4.0600000000000000","24.6300000000000000","3.98","0.02000000","0.00100000","","System cancelled","2024-02-24 18:58:34"
"20594785662778290176","Sell","USDT","PLN","200.0000000000000000","4.0600000000000000","49.2600000000000000","3.98","0.04000000","0.00100000","","System cancelled","2024-02-24 19:12:36"
"20594786932328300544","Sell","USDT","PLN","58.0000000000000000","4.0600000000000000","14.2800000000000000","3.98","0.01000000","0.00100000","grobel85","Cancelled","2024-02-24 19:17:39"
"20594787315948548096","Sell","USDT","PLN","700.0000000000000000","4.0600000000000000","172.4100000000000000","3.98","0.17000000","0.00100000","","Cancelled","2024-02-24 19:19:10"
"20594790283430555648","Sell","USDT","PLN","48.0000000000000000","4.0600000000000000","11.8200000000000000","3.98","0.01000000","0.00100000","","Cancelled","2024-02-24 19:30:58"
"20594791280139223040","Sell","USDT","PLN","50.0000000000000000","4.0600000000000000","12.3100000000000000","3.98","0.01000000","0.00100000","grobel85","Completed","2024-02-24 19:34:55"
"20594791748919119872","Sell","USDT","PLN","800.0000000000000000","4.0600000000000000","197.0400000000000000","3.98","0.19000000","0.00100000","","Completed","2024-02-24 19:36:47"
"20594793169663750144","Sell","USDT","PLN","800.0000000000000000","4.0600000000000000","197.0400000000000000","3.98","0.19000000","0.00100000","","Completed","2024-02-24 19:42:26"
"20594793806073569280","Sell","USDT","PLN","800.0000000000000000","4.0600000000000000","197.0400000000000000","3.98","0.19000000","0.00100000","","Completed","2024-02-24 19:44:58"
"20594796113161728000","Sell","USDT","PLN","800.0000000000000000","4.0600000000000000","197.0400000000000000","3.98","0.19000000","0.00100000","","Completed","2024-02-24 19:54:08"
"20594796640677457920","Sell","USDT","PLN","59.0000000000000000","4.0600000000000000","14.5300000000000000","3.98","0.01000000","0.00100000","","Completed","2024-02-24 19:56:14"
"20594798436707418112","Sell","USDT","PLN","100.0000000000000000","4.0600000000000000","24.6300000000000000","3.98","0.02000000","0.00100000","","System cancelled","2024-02-24 20:03:22"
"20594798595559178240","Sell","USDT","PLN","100.0000000000000000","4.0600000000000000","24.6300000000000000","3.98","0.02000000","0.00100000","","Cancelled","2024-02-24 20:04:00"
"20594799686625636352","Sell","USDT","PLN","50.0000000000000000","4.0600000000000000","12.3100000000000000","3.98","0.01000000","0.00100000","","Completed","2024-02-24 20:08:20"
"20594838095640199168","Buy","USDT","PLN","198.5000000000000000","3.9700000000000000","50.0000000000000000","3.98","0.05000000","0.00100000","","Cancelled","2024-02-24 22:40:57"
"20595102741475078144","Sell","USDT","PLN","40.0000000000000000","4.0700000000000000","9.8200000000000000","3.98","0.00000000","0.00100000","kingdyrkio","Completed","2024-02-25 16:12:34"
"20595107421005975552","Buy","USDT","EUR","1565.5280000000000000","0.9220000000000000","1697.9700000000000000","0.92","0.00000000","0.00000000","","Completed","2024-02-25 16:31:09"
"20595110390313484288","Sell","USDT","PLN","400.0000000000000000","4.0700000000000000","98.2800000000000000","3.98","0.09000000","0.00100000","","Completed","2024-02-25 16:42:57"
"20595118794120724480","Sell","USDT","PLN","630.0000000000000000","4.0600000000000000","155.1700000000000000","3.98","0.15000000","0.00100000","","Cancelled","2024-02-25 17:16:21"
"20595126852921942016","Sell","USDT","EUR","750.0000000000000000","0.9310000000000000","805.5800000000000000","0.92","0.00000000","0.00000000","","Completed","2024-02-25 17:48:22"
"20595135664852103168","Buy","USDT","EUR","2099.4280000000000000","0.9230000000000000","2274.5700000000000000","0.92","0.00000000","0.00000000","","Cancelled","2024-02-25 18:23:23"
"20595136603304722432","Sell","USDT","PLN","400.0000000000000000","4.0700000000000000","98.2800000000000000","3.99","0.09000000","0.00100000","","Completed","2024-02-25 18:27:07"
"20595147366285533184","Buy","USDT","EUR","1844.1540000000000000","0.9230000000000000","1998.0000000000000000","0.92","0.00000000","0.00000000","","Cancelled","2024-02-25 19:09:53"
"20595467625060929536","Buy","USDT","EUR","2763.0000000000000000","0.9210000000000000","3000.0000000000000000","0.92","0.00000000","0.00000000","","Cancelled","2024-02-26 16:22:29"
"20595472995022065664","Buy","USDT","EUR","2397.8140000000000000","0.9210000000000000","2603.4900000000000000","0.92","0.00000000","0.00000000","","Completed","2024-02-26 16:43:49"
"20595474244388302848","Sell","USDT","PLN","430.0000000000000000","4.0600000000000000","105.9100000000000000","3.97","0.10000000","0.00100000","","System cancelled","2024-02-26 16:48:47"
"20595474927850143744","Sell","USDT","EUR","250.0000000000000000","0.9290000000000000","269.1000000000000000","0.92","0.00000000","0.00000000","","Completed","2024-02-26 16:51:30"
"20595477066792001536","Sell","USDT","EUR","300.0000000000000000","0.9290000000000000","322.9200000000000000","0.92","0.00000000","0.00000000","","Completed","2024-02-26 17:00:00"
"20595480693538340864","Sell","USDT","EUR","200.0000000000000000","0.9290000000000000","215.2800000000000000","0.92","0.00000000","0.00000000","cheenasahb","Completed","2024-02-26 17:14:24"
"20595484650922000384","Sell","USDT","EUR","200.0000000000000000","0.9300000000000000","215.0500000000000000","0.92","0.00000000","0.00000000","","Completed","2024-02-26 17:30:08"
"20595488665094488064","Sell","USDT","PLN","450.0000000000000000","4.0600000000000000","110.8300000000000000","3.98","0.11000000","0.00100000","","Cancelled","2024-02-26 17:46:05"
"20595491485871427584","Buy","USDT","EUR","3610.3560000000000000","0.9210000000000000","3920.0400000000000000","0.92","0.00000000","0.00000000","","Completed","2024-02-26 17:57:18"
"20595501181776109568","Sell","USDT","PLN","400.0000000000000000","4.0600000000000000","98.5200000000000000","3.98","0.09000000","0.00100000","Neistavstvyu","Cancelled","2024-02-26 18:35:49"
"20595807707552202752","Buy","USDT","EUR","1411.1390000000000000","0.9220000000000000","1530.5200000000000000","0.92","0.00000000","0.00000000","hsajid","Cancelled","2024-02-27 14:53:51"
"20595813300637859840","Buy","USDT","EUR","2937.8420000000000000","0.9220000000000000","3186.3800000000000000","0.92","0.00000000","0.00000000","Ugomalay1","Cancelled","2024-02-27 15:16:04"
"20595816501026742272","Buy","USDT","EUR","1106.4000000000000000","0.9220000000000000","1200.0000000000000000","0.92","0.00000000","0.00000000","","Completed","2024-02-27 15:28:47"
"20595841584770625536","Buy","USDT","EUR","1842.0000000000000000","0.9210000000000000","2000.0000000000000000","0.92","0.00000000","0.00000000","Investor","Cancelled","2024-02-27 17:08:28"
"20595865614741966848","Buy","USDT","EUR","1013.1000000000000000","0.9210000000000000","1100.0000000000000000","0.92","0.00000000","0.00000000","Chaterer","Cancelled","2024-02-27 18:43:57"
"20595866809159315456","Buy","USDT","EUR","2764.1600000000000000","0.9210000000000000","3001.2600000000000000","0.92","0.00000000","0.00000000","Tilus","Cancelled","2024-02-27 18:48:42"
"20595882110693199872","Buy","USDT","EUR","1014.2000000000000000","0.9220000000000000","1100.0000000000000000","0.92","0.00000000","0.00000000","Chaterer","Cancelled","2024-02-27 19:49:30"
"20596170692448145408","Sell","USDT","EUR","2000.0000000000000000","0.9310000000000000","2148.2200000000000000","0.92","0.00000000","0.00000000","","Cancelled","2024-02-28 14:56:13"
"20596184942592602112","Sell","USDT","EUR","260.0000000000000000","0.9310000000000000","279.2600000000000000","0.92","0.00000000","0.00000000","wilson217","Cancelled","2024-02-28 15:52:50"
"20596185613867327488","Sell","USDT","EUR","200.0000000000000000","0.9310000000000000","214.8200000000000000","0.92","0.00000000","0.00000000","","Cancelled","2024-02-28 15:55:31"
"20596185785817387008","Sell","USDT","EUR","100.0000000000000000","0.9310000000000000","107.4100000000000000","0.92","0.00000000","0.00000000","","Completed","2024-02-28 15:56:12"
"20596186917575909376","Sell","USDT","EUR","100.0000000000000000","0.9310000000000000","107.4100000000000000","0.92","0.00000000","0.00000000","","Cancelled","2024-02-28 16:00:41"
"20596186933792153600","Sell","USDT","EUR","100.0000000000000000","0.9310000000000000","107.4100000000000000","0.92","0.00000000","0.00000000","","Cancelled","2024-02-28 16:00:45"
"20596187612066512896","Sell","USDT","PLN","1000.0000000000000000","4.0700000000000000","245.7000000000000000","3.99","0.24000000","0.00100000","","Completed","2024-02-28 16:03:27"
"20596188395994570752","Buy","USDT","PLN","977.9200000000000000","3.9800000000000000","245.7100000000000000","3.99","0.24000000","0.00100000","","Cancelled","2024-02-28 16:06:34"
"20596189206896877568","Sell","USDT","EUR","300.0000000000000000","0.9310000000000000","322.2300000000000000","0.92","0.00000000","0.00000000","MohamadSoley","Cancelled","2024-02-28 16:09:47"
"20596189237072658432","Sell","USDT","EUR","100.0000000000000000","0.9310000000000000","107.4100000000000000","0.92","0.00000000","0.00000000","","Completed","2024-02-28 16:09:54"
"20596191036165832704","Sell","USDT","EUR","900.0000000000000000","0.9310000000000000","966.7000000000000000","0.92","0.00000000","0.00000000","","System cancelled","2024-02-28 16:17:03"
"20596191317415710720","Sell","USDT","EUR","300.0000000000000000","0.9310000000000000","322.2300000000000000","0.92","0.00000000","0.00000000","nsik brown","System cancelled","2024-02-28 16:18:10"
"20596191449971703808","Buy","USDT","EUR","2397.2000000000000000","0.9220000000000000","2600.0000000000000000","0.92","0.00000000","0.00000000","","Completed","2024-02-28 16:18:42"
"20596192746085355520","Buy","USDT","EUR","1014.2000000000000000","0.9220000000000000","1100.0000000000000000","0.92","0.00000000","0.00000000","","Completed","2024-02-28 16:23:51"
"20596195594927292416","Sell","USDT","EUR","420.0000000000000000","0.9310000000000000","451.1200000000000000","0.92","0.00000000","0.00000000","","Completed","2024-02-28 16:35:10"
"20596205874351484928","Sell","USDT","EUR","100.0000000000000000","0.9300000000000000","107.5200000000000000","0.92","0.00000000","0.00000000","","Cancelled","2024-02-28 17:16:01"
"20596225900436029440","Buy","USDT","EUR","1087.9230000000000000","0.9220000000000000","1179.9500000000000000","0.92","0.00000000","0.00000000","","Completed","2024-02-28 18:35:36"
"20596227476864638976","Sell","USDT","PLN","1000.0000000000000000","4.0700000000000000","245.7000000000000000","3.99","0.24000000","0.00100000","","Cancelled","2024-02-28 18:41:51"
"20596233060212154368","Sell","USDT","PLN","400.0000000000000000","4.0700000000000000","98.2800000000000000","3.99","0.09000000","0.00100000","","System cancelled","2024-02-28 19:04:03"
"20596567870865362944","Sell","USDT","EUR","150.0000000000000000","0.9330000000000000","160.7700000000000000","0.93","0.00000000","0.00000000","","System cancelled","2024-02-29 17:14:28"
"20596569906020954112","Buy","USDT","EUR","4625.0000000000000000","0.9250000000000000","5000.0000000000000000","0.93","0.00000000","0.00000000","","Completed","2024-02-29 17:22:33"
"20596579416701730816","Sell","USDT","EUR","140.0000000000000000","0.9340000000000000","149.8900000000000000","0.93","0.00000000","0.00000000","FranciscoJRJ","Cancelled","2024-02-29 18:00:20"
"20596580555780104192","Sell","USDT","EUR","130.0000000000000000","0.9340000000000000","139.1800000000000000","0.93","0.00000000","0.00000000","","Paid","2024-02-29 18:04:52"
"20596582628982423552","Sell","USDT","EUR","350.0000000000000000","0.9340000000000000","374.7300000000000000","0.93","0.00000000","0.00000000","Obargzumso","Cancelled","2024-02-29 18:13:06"
"20596584389431218176","Sell","USDT","EUR","100.0000000000000000","0.9340000000000000","107.0600000000000000","0.93","0.00000000","0.00000000","","Paid","2024-02-29 18:20:06"
"20596589760420286464","Sell","USDT","EUR","100.0000000000000000","0.9330000000000000","107.1800000000000000","0.93","0.00000000","0.00000000","","Paid","2024-02-29 18:41:27"
"20596597749924278272","Sell","USDT","PLN","1500.0000000000000000","4.0800000000000000","367.6400000000000000","4.00","0.36000000","0.00100000","","Cancelled","2024-02-29 19:13:11"
"20596599872010059776","Sell","USDT","PLN","1300.0000000000000000","4.0800000000000000","318.6200000000000000","3.99","0.31000000","0.00100000","","Cancelled","2024-02-29 19:21:37"
"20596600131121025024","Sell","USDT","PLN","400.0000000000000000","4.0800000000000000","98.0300000000000000","4.00","0.09000000","0.00100000","","Completed","2024-02-29 19:22:39"
"20596602166409908224","Sell","USDT","PLN","1500.0000000000000000","4.0800000000000000","367.6400000000000000","4.00","0.36000000","0.00100000","","Cancelled","2024-02-29 19:30:44"
"20596603552058392576","Sell","USDT","PLN","800.0000000000000000","4.0800000000000000","196.0700000000000000","4.00","0.19000000","0.00100000","","Completed","2024-02-29 19:36:15"
"20596607904871264256","Sell","USDT","EUR","500.0000000000000000","0.9330000000000000","535.9000000000000000","0.93","0.00000000","0.00000000","","Completed","2024-02-29 19:53:33"
"20596615135666184192","Sell","USDT","PLN","1020.0000000000000000","4.0800000000000000","250.0000000000000000","4.00","0.25000000","0.00100000","","System cancelled","2024-02-29 20:22:17"
